1	1	0.124500
1	2	-0.332833
1	3	1.357665
1	4	0.819456
1	5	1.381080
1	6	-2.553472
1	7	-0.466470
1	8	0.346962
1	9	-4.051703
1	10	1.745607
1	11	-0.140764
1	12	-5.094532
1	13	3.524239
1	14	0.934406
1	15	1.466184
1	16	-0.089257
1	17	-0.411076
1	18	-2.558332
1	19	0.920921
1	20	1.360863
1	21	4.949820
1	22	1.131865
1	23	-1.624691
1	24	-4.361056
1	25	7.526934
1	26	2.244479
1	27	7.675872
1	28	-0.989942
1	29	-2.851120
1	30	2.732423
1	31	-0.174561
1	32	3.311179
1	33	-0.690158
1	34	2.842167
1	35	-5.827910
1	36	-0.526914
1	37	-0.002456
1	38	1.831363
1	39	1.748491
1	40	3.346612
1	41	1.874765
1	42	-1.009692
1	43	4.691511
1	44	1.574413
1	45	5.166683
1	46	2.383169
1	47	-4.540109
1	48	0.750831
1	49	-1.442693
1	50	3.333486
1	51	-3.971334
1	52	-2.233790
1	53	-1.445813
1	54	1.920913
1	55	-2.369032
1	56	-1.414156
1	57	0.134869
1	58	-5.284809
1	59	2.224084
1	60	-1.019804
1	61	-1.561564
1	62	3.478045
1	63	0.167597
1	64	0.775372
1	65	-4.860781
1	66	3.401538
1	67	-1.821439
1	68	2.165194
1	69	0.374195
1	70	-0.244361
1	71	-5.414308
1	72	2.956370
1	73	2.487789
1	74	-0.897288
1	75	5.715466
1	76	5.840873
1	77	-2.873525
1	78	2.818187
1	79	1.916289
1	80	0.822221
1	81	1.473563
1	82	-5.000585
1	83	3.964725
1	84	-1.480778
1	85	0.482826
1	86	1.821407
1	87	2.724100
1	88	-0.891929
1	89	3.208543
1	90	1.095181
1	91	2.040313
1	92	-4.123776
1	93	1.346236
1	94	1.917152
1	95	-3.078582
1	96	0.354346
1	97	0.476642
1	98	1.837465
1	99	3.556761
1	100	-2.014019
2	1	1.030598
2	2	0.505670
2	3	4.098813
2	4	0.935117
2	5	-5.008221
2	6	0.816861
2	7	-5.678862
2	8	-3.269648
2	9	-2.159376
2	10	2.904339
2	11	-2.281647
2	12	-0.294586
