1	1	0.768453
1	2	-0.665355
1	3	0.252183
1	4	1.445522
1	5	0.154023
1	6	-2.977349
1	7	0.763988
1	8	0.407661
1	9	-4.406693
1	10	0.928962
1	11	1.042053
1	12	-6.211911
1	13	3.455044
1	14	0.575675
1	15	-0.097188
1	16	-1.739925
1	17	1.192698
1	18	-2.640201
1	19	2.512307
1	20	1.393373
1	21	4.888443
1	22	-0.207499
1	23	-1.701567
1	24	-3.529668
1	25	9.611542
1	26	3.126073
1	27	4.594335
1	28	-1.497014
1	29	-2.340498
1	30	3.529556
1	31	0.149355
1	32	3.285527
1	33	-0.739185
1	34	4.293921
1	35	-7.451636
1	36	1.907140
1	37	-0.556611
1	38	2.329983
1	39	-0.223883
1	40	3.314717
1	41	2.768108
1	42	0.845944
1	43	7.107518
1	44	1.710298
1	45	6.143549
1	46	0.922108
1	47	-3.100563
1	48	0.845290
1	49	-1.077680
1	50	1.527621
1	51	-3.714202
1	52	-1.733994
1	53	-2.037953
1	54	3.365703
1	55	-1.835314
1	56	-2.625574
1	57	-0.373727
1	58	-5.946574
1	59	2.069461
1	60	-1.358109
1	61	-2.011025
1	62	3.239871
1	63	-0.018337
1	64	-0.939550
1	65	-4.627186
1	66	3.590172
1	67	-2.207564
1	68	3.542767
1	69	0.576339
1	70	0.150540
1	71	-5.986411
1	72	2.289084
1	73	2.016345
1	74	-0.815640
1	75	3.192970
1	76	6.408136
1	77	-0.347715
1	78	3.678580
1	79	0.450843
1	80	-0.298905
1	81	1.858370
1	82	-5.496356
1	83	4.236006
1	84	-1.795227
1	85	-1.587026
1	86	3.625756
1	87	3.037873
1	88	-0.307619
1	89	3.451044
1	90	3.286281
1	91	2.258619
1	92	-4.159185
1	93	1.824100
1	94	3.605517
1	95	-3.942662
1	96	0.250581
1	97	0.517851
1	98	3.065116
1	99	3.995902
1	100	-1.823804
2	1	0.503823
2	2	0.669443
2	3	3.634097
2	4	1.842597
2	5	-5.707210
2	6	-1.051253
2	7	-4.821402
2	8	-2.822906
2	9	-1.596744
2	10	3.276832
2	11	-2.487042
2	12	0.131097
2	13	0.585459
2	14	-1.243103
2	15	-0.767967
2	16	-0.300403
2	17	-0.129834
2	18	1.977397
2	19	1.264302
2	20	-1.166874
2	21	-2.146390
2	22	7.450294
2	23	-0.524543
2	24	0.719999
2	25	6.234787
2	26	-5.962029
2	27	-0.536232
2	28	-0.194628
2	29	2.386780
2	30	4.236884
2	31	-0.398489
2	32	-2.578484
2	33	-1.281474
2	34	0.611444
2	35	-2.047059
2	36	-0.304588
2	37	0.203890
2	38	-4.730617
2	39	7.130245
2	40	6.412564
2	41	2.314588
2	42	-0.374787
2	43	1.567587
2	44	-1.927877
2	45	0.522089
2	46	-1.534018
2	47	2.160281
2	48	-1.017634
2	49	-0.866269
2	50	-0.865951
2	51	4.305198
2	52	0.525607
2	53	1.982430
2	54	-2.345494
2	55	1.101011
2	56	0.508009
2	57	-0.697103
2	58	2.011323
2	59	0.952190
2	60	-4.857505
2	61	3.185945
2	62	4.419029
2	63	-5.604333
2	64	-1.616759
2	65	0.895834
2	66	-0.060334
2	67	-6.331633
2	68	-0.157096
